time_seconds,frame_number,people_in_frame,bicycles_in_frame,vehicles_in_frame,total_in_frame,total_people_counted,total_bicycles_counted,total_vehicles_counted,total_objects_counted,newly_counted_this_frame,detected_objects,total_detections,rak_dips,rak_depth
2.002,60,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.0353666666666665,61,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.0687333333333333,62,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.1021,63,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.135466666666667,64,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.168833333333333,65,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.2022,66,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.2355666666666667,67,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.268933333333333,68,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.3023,69,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.3356666666666666,70,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.3690333333333333,71,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.4024,72,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.435766666666667,73,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.469133333333333,74,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.5025,75,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.5358666666666667,76,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.569233333333333,77,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.6026,78,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.6359666666666666,79,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.6693333333333333,80,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.7027,81,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.736066666666667,82,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.769433333333333,83,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.8028,84,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.8361666666666667,85,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.869533333333333,86,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.9029000000000003,87,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.9362666666666666,88,0,0,0,0,0,0,0,0,0,[],0,0,184.0
2.9696333333333333,89,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.003,90,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.036366666666667,91,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.069733333333333,92,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.1031,93,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.1364666666666667,94,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.169833333333333,95,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.2032000000000003,96,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.2365666666666666,97,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.2699333333333334,98,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.3033,99,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.336666666666667,100,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.370033333333333,101,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.4034,102,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.4367666666666667,103,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.470133333333333,104,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.5035000000000003,105,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.5368666666666666,106,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.5702333333333334,107,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.6036,108,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.636966666666667,109,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.670333333333333,110,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.7037,111,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.7370666666666663,112,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.7704333333333335,113,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.8038,114,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.8371666666666666,115,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.870533333333333,116,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.9039,117,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.937266666666667,118,0,0,0,0,0,0,0,0,0,[],0,0,184.0
3.970633333333333,119,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.004,120,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.037366666666666,121,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.070733333333333,122,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.1041,123,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.137466666666667,124,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.170833333333333,125,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.2042,126,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.237566666666667,127,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.270933333333334,128,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.3043000000000005,129,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.337666666666666,130,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.371033333333333,131,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.4044,132,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.437766666666667,133,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.471133333333333,134,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.5045,135,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.537866666666667,136,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.571233333333334,137,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.6046000000000005,138,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.637966666666666,139,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.671333333333333,140,0,0,0,0,0,0,0,0,0,[],0,0,184.0
4.7047,141,1,0,0,1,1,0,0,1,1,"[{'class': 'person', 'confidence': 0.5542863011360168, 'bbox': (1173, 186, 1279, 703), 'object_id': 1, 'is_new': True}]",1,0,184.0
4.738066666666667,142,0,0,0,0,1,0,0,1,0,[],0,0,184.0
4.771433333333333,143,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.5899573564529419, 'bbox': (1140, 46, 1279, 704), 'object_id': 1, 'is_new': False}]",1,0,184.0
4.8048,144,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.8063858151435852, 'bbox': (1128, 40, 1279, 704), 'object_id': 1, 'is_new': False}]",1,0,184.0
4.838166666666667,145,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.857936441898346, 'bbox': (1098, 42, 1279, 713), 'object_id': 1, 'is_new': False}]",1,0,184.0
4.871533333333334,146,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.7839094400405884, 'bbox': (1091, 29, 1279, 712), 'object_id': 1, 'is_new': False}]",1,0,184.0
4.9049000000000005,147,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.8609848618507385, 'bbox': (1048, 16, 1279, 712), 'object_id': 1, 'is_new': False}]",1,0,184.0
4.938266666666666,148,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.8872706294059753, 'bbox': (1016, 16, 1279, 713), 'object_id': 1, 'is_new': False}]",1,0,184.0
4.971633333333333,149,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.8780452609062195, 'bbox': (981, 13, 1279, 715), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.005,150,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.8445011973381042, 'bbox': (969, 6, 1279, 710), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.038366666666667,151,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.8836036324501038, 'bbox': (952, 7, 1279, 711), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.071733333333333,152,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.8726664781570435, 'bbox': (882, 6, 1261, 709), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.1051,153,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.8699265122413635, 'bbox': (866, 5, 1227, 710), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.138466666666667,154,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.8781351447105408, 'bbox': (825, 5, 1197, 712), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.171833333333334,155,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.8719899654388428, 'bbox': (799, 3, 1160, 710), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.2052000000000005,156,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.8378818035125732, 'bbox': (794, 2, 1125, 706), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.238566666666666,157,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.8252208828926086, 'bbox': (740, 3, 1093, 708), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.271933333333333,158,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.736806333065033, 'bbox': (689, 2, 1077, 709), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.3053,159,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.5138441920280457, 'bbox': (651, 4, 1055, 708), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.338666666666667,160,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.6818535327911377, 'bbox': (436, 2, 1032, 707), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.372033333333333,161,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.6578443646430969, 'bbox': (575, 3, 1034, 707), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.4054,162,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.8085719347000122, 'bbox': (430, 3, 943, 708), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.438766666666667,163,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.7746481895446777, 'bbox': (422, 5, 896, 706), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.472133333333334,164,1,0,0,1,1,0,0,1,0,"[{'class': 'person', 'confidence': 0.747109591960907, 'bbox': (409, 1, 845, 702), 'object_id': 1, 'is_new': False}]",1,0,184.0
5.5055000000000005,165,0,0,0,0,1,0,0,1,0,[],0,0,184.0
5.538866666666666,166,0,0,0,0,1,0,0,1,0,[],0,0,184.0
5.572233333333333,167,0,0,0,0,1,0,0,1,0,[],0,0,184.0
5.6056,168,0,0,0,0,1,0,0,1,0,[],0,0,184.0
5.638966666666667,169,0,0,0,0,1,0,0,1,0,[],0,0,184.0
5.672333333333333,170,0,0,0,0,1,0,0,1,0,[],0,0,184.0
5.7057,171,0,0,0,0,1,0,0,1,0,[],0,0,184.0
5.739066666666667,172,0,0,0,0,1,0,0,1,0,[],0,0,184.0
5.772433333333334,173,0,0,0,0,1,0,0,1,0,[],0,0,184.0
5.8058000000000005,174,0,0,0,0,1,0,0,1,0,[],0,0,184.0
5.839166666666666,175,0,0,0,0,1,0,0,1,0,[],0,0,184.0
5.872533333333333,176,0,0,0,0,1,0,0,1,0,[],0,0,184.0
5.9059,177,0,0,0,0,1,0,0,1,0,[],0,0,184.0
5.939266666666667,178,0,0,0,0,1,0,0,1,0,[],0,0,184.0
5.9726333333333335,179,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.006,180,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.039366666666667,181,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.072733333333334,182,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.1061000000000005,183,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.139466666666666,184,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.172833333333333,185,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.2062,186,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.239566666666667,187,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.2729333333333335,188,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.3063,189,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.339666666666667,190,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.373033333333334,191,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.4064000000000005,192,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.439766666666666,193,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.473133333333333,194,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.5065,195,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.539866666666667,196,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.5732333333333335,197,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.6066,198,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.639966666666667,199,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.673333333333334,200,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.7067000000000005,201,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.740066666666666,202,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.773433333333333,203,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.8068,204,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.840166666666667,205,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.8735333333333335,206,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.9069,207,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.940266666666667,208,0,0,0,0,1,0,0,1,0,[],0,0,184.0
6.973633333333334,209,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.007000000000001,210,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.040366666666666,211,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.073733333333333,212,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.1071,213,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.140466666666667,214,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.1738333333333335,215,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.2072,216,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.240566666666667,217,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.273933333333334,218,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.307300000000001,219,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.340666666666666,220,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.374033333333333,221,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.4074,222,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.440766666666667,223,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.474133333333333,224,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.5075,225,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.540866666666667,226,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.574233333333334,227,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.6076,228,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.640966666666666,229,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.674333333333333,230,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.7077,231,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.741066666666667,232,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.774433333333333,233,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.8078,234,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.841166666666667,235,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.874533333333334,236,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.9079,237,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.941266666666666,238,0,0,0,0,1,0,0,1,0,[],0,0,184.0
7.974633333333333,239,0,0,0,0,1,0,0,1,0,[],0,0,184.0
8.008000000000001,240,0,0,0,0,1,0,0,1,0,[],0,0,184.0
8.041366666666667,241,0,0,0,0,1,0,0,1,0,[],0,0,184.0
8.074733333333333,242,0,0,0,0,1,0,0,1,0,[],0,0,184.0
8.1081,243,0,0,0,0,1,0,0,1,0,[],0,0,184.0
8.141466666666666,244,0,0,0,0,1,0,0,1,0,[],0,1,184.01743630224092
8.174833333333334,245,0,0,0,0,1,0,0,1,0,[],0,0,184.07889312809718
8.2082,246,0,0,0,0,1,0,0,1,0,[],0,0,184.14034995395343
8.241566666666667,247,0,0,0,0,1,0,0,1,0,[],0,0,184.2018067798097
8.274933333333333,248,0,0,0,0,1,0,0,1,0,[],0,0,184.2632636056659
8.308300000000001,249,0,0,0,0,1,0,0,1,0,[],0,0,184.32472043152217
8.341666666666667,250,0,0,0,0,1,0,0,1,0,[],0,0,184.38617725737842
8.375033333333333,251,0,0,0,0,1,0,0,1,0,[],0,0,184.44763408323468
8.4084,252,0,0,0,0,1,0,0,1,0,[],0,0,184.5090909090909
8.441766666666666,253,0,0,0,0,1,0,0,1,0,[],0,0,184.57054773494716
8.475133333333334,254,0,0,0,0,1,0,0,1,0,[],0,0,184.6320045608034
8.5085,255,0,0,0,0,1,0,0,1,0,[],0,0,184.69346138665966
8.541866666666667,256,0,0,0,0,1,0,0,1,0,[],0,0,184.7549182125159
8.575233333333333,257,0,0,0,0,1,0,0,1,0,[],0,0,184.81637503837214
8.608600000000001,258,0,0,0,0,1,0,0,1,0,[],0,0,184.8778318642284
8.641966666666667,259,0,0,0,0,1,0,0,1,0,[],0,0,184.93928869008465
8.675333333333333,260,0,0,0,0,1,0,0,1,0,[],0,0,185.00074551594088
8.7087,261,0,0,0,0,1,0,0,1,0,[],0,0,185.06220234179713
8.742066666666666,262,0,0,0,0,1,0,0,1,0,[],0,0,185.1236591676534
8.775433333333334,263,0,0,0,0,1,0,0,1,0,[],0,0,185.18511599350964
8.8088,264,0,0,0,0,1,0,0,1,0,[],0,0,185.24657281936587
8.842166666666667,265,0,0,0,0,1,0,0,1,0,[],0,0,185.30802964522212
8.875533333333333,266,0,0,0,0,1,0,0,1,0,[],0,0,185.36948647107837
8.908900000000001,267,0,0,0,0,1,0,0,1,0,[],0,0,185.43094329693463
8.942266666666667,268,0,0,0,0,1,0,0,1,0,[],0,0,185.49240012279085
8.975633333333333,269,0,0,0,0,1,0,0,1,0,[],0,0,185.5538569486471
9.009,270,0,0,0,0,1,0,0,1,0,[],0,0,185.61531377450336
9.042366666666666,271,0,0,0,0,1,0,0,1,0,[],0,0,185.6767706003596
9.075733333333334,272,0,0,0,0,1,0,0,1,0,[],0,0,185.73822742621584
9.1091,273,0,0,0,0,1,0,0,1,0,[],0,0,185.7996842520721
9.142466666666667,274,0,0,0,0,1,0,0,1,0,[],0,0,185.86114107792835
9.175833333333332,275,0,0,0,0,1,0,0,1,0,[],0,0,185.92259790378458
9.2092,276,0,0,0,0,1,0,0,1,0,[],0,0,185.98405472964083
9.242566666666669,277,0,0,0,0,1,0,0,1,0,[],0,0,186.0455115554971
9.275933333333333,278,0,0,0,0,1,0,0,1,0,[],0,0,186.10696838135334
9.3093,279,0,0,0,0,1,0,0,1,0,[],0,0,186.16842520720957
9.342666666666666,280,0,0,0,0,1,0,0,1,0,[],0,0,186.22988203306582
9.376033333333334,281,0,0,0,0,1,0,0,1,0,[],0,0,186.29133885892207
9.4094,282,0,0,0,0,1,0,0,1,0,[],0,0,186.35279568477833
9.442766666666667,283,0,0,0,0,1,0,0,1,0,[],0,0,186.41425251063455
9.476133333333332,284,0,0,0,0,1,0,0,1,0,[],0,0,186.4757093364908
9.5095,285,0,0,0,0,1,0,0,1,0,[],0,0,186.53716616234706
9.542866666666669,286,0,0,0,0,1,0,0,1,0,[],0,0,186.59862298820332
9.576233333333333,287,0,0,0,0,1,0,0,1,0,[],0,0,186.66007981405954
9.6096,288,0,0,0,0,1,0,0,1,0,[],0,0,186.7215366399158
9.642966666666666,289,0,0,0,0,1,0,0,1,0,[],0,0,186.78299346577205
9.676333333333334,290,0,0,0,0,1,0,0,1,0,[],0,0,186.8444502916283
9.7097,291,0,0,0,0,1,0,0,1,0,[],0,0,186.90590711748453
9.743066666666667,292,0,0,0,0,1,0,0,1,0,[],0,0,186.96736394334079
9.776433333333332,293,0,0,0,0,1,0,0,1,0,[],0,0,187.02882076919704
9.8098,294,0,0,0,0,1,0,0,1,0,[],0,0,187.0902775950533
9.843166666666669,295,0,0,0,0,1,0,0,1,0,[],0,0,187.15173442090952
9.876533333333333,296,0,0,0,0,1,0,0,1,0,[],0,0,187.21319124676577
9.9099,297,0,0,0,0,1,0,0,1,0,[],0,0,187.27464807262203
9.943266666666666,298,0,0,0,0,1,0,0,1,0,[],0,0,187.33610489847828
9.976633333333334,299,0,0,0,0,1,0,0,1,0,[],0,0,187.3975617243345
10.01,300,0,0,0,0,1,0,0,1,0,[],0,0,187.45901855019076
10.043366666666667,301,0,0,0,0,1,0,0,1,0,[],0,0,187.52047537604702
10.076733333333332,302,0,0,0,0,1,0,0,1,0,[],0,0,187.58193220190324
10.1101,303,0,0,0,0,1,0,0,1,0,[],0,0,187.6433890277595
10.143466666666669,304,0,0,0,0,1,0,0,1,0,[],0,0,187.70484585361575
10.176833333333333,305,0,0,0,0,1,0,0,1,0,[],0,0,187.766302679472
10.2102,306,0,0,0,0,1,0,0,1,0,[],0,0,187.82775950532826
10.243566666666666,307,0,0,0,0,1,0,0,1,0,[],0,0,187.88921633118449
10.276933333333334,308,0,0,0,0,1,0,0,1,0,[],0,0,187.95067315704074
10.3103,309,0,0,0,0,1,0,0,1,0,[],0,0,188.012129982897
10.343666666666667,310,0,0,0,0,1,0,0,1,0,[],0,0,188.07358680875325
10.377033333333332,311,0,0,0,0,1,0,0,1,0,[],0,0,188.13504363460947
10.4104,312,0,0,0,0,1,0,0,1,0,[],0,0,188.19650046046573
10.443766666666669,313,0,0,0,0,1,0,0,1,0,[],0,0,188.25795728632198
10.477133333333333,314,0,0,0,0,1,0,0,1,0,[],0,0,188.3194141121782
10.5105,315,0,0,0,0,1,0,0,1,0,[],0,0,188.38087093803446
10.543866666666666,316,0,0,0,0,1,0,0,1,0,[],0,0,188.44232776389072
10.577233333333334,317,0,0,0,0,1,0,0,1,0,[],0,0,188.50378458974697
10.6106,318,0,0,0,0,1,0,0,1,0,[],0,0,188.5652414156032
10.643966666666667,319,0,0,0,0,1,0,0,1,0,[],0,0,188.62669824145945
10.677333333333332,320,0,0,0,0,1,0,0,1,0,[],0,0,188.6881550673157
