time_seconds,frame_number,people_in_frame,bicycles_in_frame,vehicles_in_frame,total_in_frame,total_people_counted,total_bicycles_counted,total_vehicles_counted,total_objects_counted,newly_counted_this_frame,detected_objects,total_detections
6.473133333333333,194,0,0,0,0,1,0,0,1,0,[],0
6.5065,195,0,0,0,0,1,0,0,1,0,[],0
6.539866666666667,196,0,0,0,0,1,0,0,1,0,[],0
6.5732333333333335,197,0,0,0,0,1,0,0,1,0,[],0
6.6066,198,0,0,0,0,1,0,0,1,0,[],0
6.639966666666667,199,0,0,0,0,1,0,0,1,0,[],0
6.673333333333334,200,0,0,0,0,1,0,0,1,0,[],0
6.7067000000000005,201,0,0,0,0,1,0,0,1,0,[],0
6.740066666666666,202,0,0,0,0,1,0,0,1,0,[],0
6.773433333333333,203,0,0,0,0,1,0,0,1,0,[],0
6.8068,204,0,0,0,0,1,0,0,1,0,[],0
6.840166666666667,205,0,0,0,0,1,0,0,1,0,[],0
6.8735333333333335,206,0,0,0,0,1,0,0,1,0,[],0
6.9069,207,0,0,0,0,1,0,0,1,0,[],0
6.940266666666667,208,0,0,0,0,1,0,0,1,0,[],0
6.973633333333334,209,0,0,0,0,1,0,0,1,0,[],0
7.007000000000001,210,0,0,0,0,1,0,0,1,0,[],0
7.040366666666666,211,0,0,0,0,1,0,0,1,0,[],0
7.073733333333333,212,0,0,0,0,1,0,0,1,0,[],0
7.1071,213,0,0,0,0,1,0,0,1,0,[],0
7.140466666666667,214,0,0,0,0,1,0,0,1,0,[],0
7.1738333333333335,215,0,0,0,0,1,0,0,1,0,[],0
7.2072,216,0,0,0,0,1,0,0,1,0,[],0
7.240566666666667,217,0,0,0,0,1,0,0,1,0,[],0
7.273933333333334,218,0,0,0,0,1,0,0,1,0,[],0
7.307300000000001,219,0,0,0,0,1,0,0,1,0,[],0
7.3406666666666665,220,0,0,0,0,1,0,0,1,0,[],0
7.374033333333333,221,0,0,0,0,1,0,0,1,0,[],0
7.4074,222,0,0,0,0,1,0,0,1,0,[],0
7.440766666666667,223,0,0,0,0,1,0,0,1,0,[],0
7.4741333333333335,224,0,0,0,0,1,0,0,1,0,[],0
7.5075,225,0,0,0,0,1,0,0,1,0,[],0
7.540866666666667,226,0,0,0,0,1,0,0,1,0,[],0
7.574233333333334,227,0,0,0,0,1,0,0,1,0,[],0
7.6076,228,0,0,0,0,1,0,0,1,0,[],0
7.6409666666666665,229,0,0,0,0,1,0,0,1,0,[],0
7.674333333333333,230,0,0,0,0,1,0,0,1,0,[],0
7.7077,231,0,0,0,0,1,0,0,1,0,[],0
7.741066666666667,232,0,0,0,0,1,0,0,1,0,[],0
7.7744333333333335,233,0,0,0,0,1,0,0,1,0,[],0
7.8078,234,0,0,0,0,1,0,0,1,0,[],0
7.841166666666667,235,0,0,0,0,1,0,0,1,0,[],0
7.874533333333334,236,0,0,0,0,1,0,0,1,0,[],0
7.9079,237,0,0,0,0,1,0,0,1,0,[],0
7.9412666666666665,238,0,0,0,0,1,0,0,1,0,[],0
7.974633333333333,239,0,0,0,0,1,0,0,1,0,[],0
8.008000000000001,240,0,0,0,0,1,0,0,1,0,[],0
8.041366666666667,241,0,0,0,0,1,0,0,1,0,[],0
8.074733333333333,242,0,0,0,0,1,0,0,1,0,[],0
8.1081,243,0,0,0,0,1,0,0,1,0,[],0
8.141466666666666,244,0,0,0,0,1,0,0,1,0,[],0
8.174833333333334,245,0,0,0,0,1,0,0,1,0,[],0
8.2082,246,0,0,0,0,1,0,0,1,0,[],0
8.241566666666667,247,0,0,0,0,1,0,0,1,0,[],0
8.274933333333333,248,0,0,0,0,1,0,0,1,0,[],0
8.308300000000001,249,0,0,0,0,1,0,0,1,0,[],0
8.341666666666667,250,0,0,0,0,1,0,0,1,0,[],0
8.375033333333333,251,0,0,0,0,1,0,0,1,0,[],0
8.4084,252,0,0,0,0,1,0,0,1,0,[],0
8.441766666666666,253,0,0,0,0,1,0,0,1,0,[],0
8.475133333333334,254,0,0,0,0,1,0,0,1,0,[],0
8.5085,255,0,0,0,0,1,0,0,1,0,[],0
8.541866666666667,256,0,0,0,0,1,0,0,1,0,[],0
8.575233333333333,257,0,0,0,0,1,0,0,1,0,[],0
8.608600000000001,258,0,0,0,0,1,0,0,1,0,[],0
8.641966666666667,259,0,0,0,0,1,0,0,1,0,[],0
8.675333333333333,260,0,0,0,0,1,0,0,1,0,[],0
8.7087,261,0,0,0,0,1,0,0,1,0,[],0
8.742066666666666,262,0,0,0,0,1,0,0,1,0,[],0
8.775433333333334,263,0,0,0,0,1,0,0,1,0,[],0
8.8088,264,0,0,0,0,1,0,0,1,0,[],0
8.842166666666667,265,0,0,0,0,1,0,0,1,0,[],0
8.875533333333333,266,0,0,0,0,1,0,0,1,0,[],0
8.908900000000001,267,0,0,0,0,1,0,0,1,0,[],0
8.942266666666667,268,0,0,0,0,1,0,0,1,0,[],0
8.975633333333333,269,0,0,0,0,1,0,0,1,0,[],0
9.009,270,0,0,0,0,1,0,0,1,0,[],0
9.042366666666666,271,0,0,0,0,1,0,0,1,0,[],0
9.075733333333334,272,0,0,0,0,1,0,0,1,0,[],0
9.1091,273,0,0,0,0,1,0,0,1,0,[],0
9.142466666666667,274,0,0,0,0,1,0,0,1,0,[],0
9.175833333333333,275,0,0,0,0,1,0,0,1,0,[],0
9.209200000000001,276,0,0,0,0,1,0,0,1,0,[],0
9.242566666666667,277,0,0,0,0,1,0,0,1,0,[],0
9.275933333333333,278,0,0,0,0,1,0,0,1,0,[],0
9.3093,279,0,0,0,0,1,0,0,1,0,[],0
9.342666666666666,280,0,0,0,0,1,0,0,1,0,[],0
9.376033333333334,281,0,0,0,0,1,0,0,1,0,[],0
9.4094,282,0,0,0,0,1,0,0,1,0,[],0
9.442766666666667,283,0,0,0,0,1,0,0,1,0,[],0
9.476133333333333,284,0,0,0,0,1,0,0,1,0,[],0
9.509500000000001,285,0,0,0,0,1,0,0,1,0,[],0
9.542866666666667,286,0,0,0,0,1,0,0,1,0,[],0
9.576233333333333,287,0,0,0,0,1,0,0,1,0,[],0
9.6096,288,0,0,0,0,1,0,0,1,0,[],0
9.642966666666666,289,0,0,0,0,1,0,0,1,0,[],0
9.676333333333334,290,0,0,0,0,1,0,0,1,0,[],0
9.7097,291,0,0,0,0,1,0,0,1,0,[],0
9.743066666666667,292,0,0,0,0,1,0,0,1,0,[],0
9.776433333333333,293,0,0,0,0,1,0,0,1,0,[],0
9.809800000000001,294,0,0,0,0,1,0,0,1,0,[],0
9.843166666666667,295,0,0,0,0,1,0,0,1,0,[],0
9.876533333333333,296,0,0,0,0,1,0,0,1,0,[],0
9.9099,297,0,0,0,0,1,0,0,1,0,[],0
9.943266666666666,298,0,0,0,0,1,0,0,1,0,[],0
9.976633333333334,299,0,0,0,0,1,0,0,1,0,[],0
10.01,300,0,0,0,0,1,0,0,1,0,[],0
10.043366666666667,301,0,0,0,0,1,0,0,1,0,[],0
10.076733333333333,302,0,0,0,0,1,0,0,1,0,[],0
10.110100000000001,303,0,0,0,0,1,0,0,1,0,[],0
10.143466666666667,304,0,0,0,0,1,0,0,1,0,[],0
10.176833333333333,305,0,0,0,0,1,0,0,1,0,[],0
10.2102,306,0,0,0,0,1,0,0,1,0,[],0
10.243566666666666,307,0,0,0,0,1,0,0,1,0,[],0
10.276933333333334,308,0,0,0,0,1,0,0,1,0,[],0
10.3103,309,0,0,0,0,1,0,0,1,0,[],0
